Waktu,Tanggal,Jam,Latar Tempat,Objek Terdeteksi,Ekspresi,Kelamin,Keterangan,Foto
2025-11-09 18:40:03,2025-11-09,18:40:03,Webcam,Wajah Manusia,Netral,Tidak Diketahui,Person 4,faces\person_4\person_4_20251109_184003.jpg
2025-11-09 18:40:03,2025-11-09,18:40:03,Webcam,Wajah Manusia,Netral,Tidak Diketahui,Person 2,faces\person_2\person_2_20251109_184003.jpg
2025-11-09 18:40:07,2025-11-09,18:40:07,Webcam,Wajah Manusia,Netral,Tidak Diketahui,Person 3,faces\person_3\person_3_20251109_184007.jpg
2025-11-09 18:40:09,2025-11-09,18:40:09,Webcam,Wajah Manusia,Netral,Tidak Diketahui,Person 2,faces\person_2\person_2_20251109_184009.jpg
2025-11-09 18:40:10,2025-11-09,18:40:10,Webcam,Wajah Manusia,Netral,Tidak Diketahui,Person 4,faces\person_4\person_4_20251109_184010.jpg
2025-11-09 18:40:14,2025-11-09,18:40:14,Webcam,Wajah Manusia,Netral,Tidak Diketahui,Person 5,faces\person_5\person_5_20251109_184014.jpg
2025-11-09 18:40:14,2025-11-09,18:40:14,Webcam,Wajah Manusia,Netral,Tidak Diketahui,Person 6,faces\person_6\person_6_20251109_184014.jpg
2025-11-09 18:40:29,2025-11-09,18:40:29,Webcam,Wajah Manusia,Netral,Tidak Diketahui,Person 1,faces\person_1\person_1_20251109_184029.jpg
2025-11-09 18:40:29,2025-11-09,18:40:29,Webcam,Wajah Manusia,Netral,Tidak Diketahui,Person 2,faces\person_2\person_2_20251109_184029.jpg
2025-11-09 18:40:31,2025-11-09,18:40:31,Webcam,Wajah Manusia,Netral,Tidak Diketahui,Person 4,faces\person_4\person_4_20251109_184031.jpg
2025-11-09 18:40:33,2025-11-09,18:40:33,Webcam,Wajah Manusia,Netral,Tidak Diketahui,Person 5,faces\person_5\person_5_20251109_184033.jpg
2025-11-09 18:40:34,2025-11-09,18:40:34,Webcam,Wajah Manusia,Netral,Tidak Diketahui,Person 7,faces\person_7\person_7_20251109_184034.jpg
2025-11-09 18:40:34,2025-11-09,18:40:34,Webcam,Wajah Manusia,Netral,Tidak Diketahui,Person 6,faces\person_6\person_6_20251109_184034.jpg
2025-11-09 19:00:56,2025-11-09,19:00:56,Webcam,Wajah Manusia,Netral,Tidak Diketahui,Person 8,faces\person_8\person_8_20251109_190056.jpg
2025-11-09 19:00:56,2025-11-09,19:00:56,Webcam,Wajah Manusia,Netral,Tidak Diketahui,Person 9,faces\person_9\person_9_20251109_190056.jpg
2025-11-09 19:00:58,2025-11-09,19:00:58,Webcam,Wajah Manusia,Netral,Tidak Diketahui,Person 10,faces\person_10\person_10_20251109_190058.jpg
2025-11-09 19:00:58,2025-11-09,19:00:58,Webcam,Wajah Manusia,Netral,Tidak Diketahui,Person 1,faces\person_1\person_1_20251109_190058.jpg
2025-11-09 19:00:58,2025-11-09,19:00:58,Webcam,Wajah Manusia,Netral,Tidak Diketahui,Person 2,faces\person_2\person_2_20251109_190058.jpg
2025-11-09 19:01:00,2025-11-09,19:01:00,Webcam,Wajah Manusia,Netral,Tidak Diketahui,Person 4,faces\person_4\person_4_20251109_190100.jpg
2025-11-09 19:01:04,2025-11-09,19:01:04,Webcam,Wajah Manusia,Netral,Tidak Diketahui,Person 1,faces\person_1\person_1_20251109_190104.jpg
2025-11-09 19:01:04,2025-11-09,19:01:04,Webcam,Wajah Manusia,Netral,Tidak Diketahui,Person 10,faces\person_10\person_10_20251109_190104.jpg
2025-11-09 19:01:04,2025-11-09,19:01:04,Webcam,Wajah Manusia,Netral,Tidak Diketahui,Person 2,faces\person_2\person_2_20251109_190104.jpg
2025-11-09 19:01:07,2025-11-09,19:01:07,Webcam,Wajah Manusia,Netral,Tidak Diketahui,Person 4,faces\person_4\person_4_20251109_190107.jpg
2025-11-09 19:01:07,2025-11-09,19:01:07,Webcam,Wajah Manusia,Netral,Tidak Diketahui,Person 11,faces\person_11\person_11_20251109_190107.jpg
2025-11-09 19:49:34,2025-11-09,19:49:34,Webcam,Wajah Manusia,Netral,Tidak Diketahui,Person 1,faces\person_1\person_1_20251109_194934.jpg
2025-11-09 19:49:34,2025-11-09,19:49:34,Webcam,Wajah Manusia,Netral,Tidak Diketahui,Person 2,faces\person_2\person_2_20251109_194934.jpg
2025-11-09 19:49:36,2025-11-09,19:49:36,Webcam,Wajah Manusia,Netral,Tidak Diketahui,Person 3,faces\person_3\person_3_20251109_194936.jpg
2025-11-09 19:49:36,2025-11-09,19:49:36,Webcam,Wajah Manusia,Netral,Tidak Diketahui,Person 4,faces\person_4\person_4_20251109_194936.jpg
2025-11-10 09:25:50,2025-11-10,09:25:50,Webcam,Wajah Manusia,Netral,Tidak Diketahui,Person 1,faces\person_1\person_1_20251110_092550.jpg
2025-11-10 09:25:57,2025-11-10,09:25:57,Webcam,Wajah Manusia,Netral,Tidak Diketahui,Person 2,faces\person_2\person_2_20251110_092557.jpg
2025-11-10 09:26:11,2025-11-10,09:26:11,Webcam,Wajah Manusia,Netral,Tidak Diketahui,Person 3,faces\person_3\person_3_20251110_092611.jpg
2025-11-10 09:26:11,2025-11-10,09:26:11,Webcam,Wajah Manusia,Netral,Tidak Diketahui,Person 4,faces\person_4\person_4_20251110_092611.jpg
2025-11-10 09:26:19,2025-11-10,09:26:19,Webcam,Wajah Manusia,Netral,Tidak Diketahui,Person 5,faces\person_5\person_5_20251110_092619.jpg
2025-11-10 09:26:34,2025-11-10,09:26:34,Webcam,Wajah Manusia,Netral,Tidak Diketahui,Person 6,faces\person_6\person_6_20251110_092634.jpg
2025-11-10 09:26:48,2025-11-10,09:26:48,Webcam,Wajah Manusia,Netral,Tidak Diketahui,Person 7,faces\person_7\person_7_20251110_092648.jpg
2025-11-10 09:27:09,2025-11-10,09:27:09,Webcam,Wajah Manusia,Netral,Tidak Diketahui,Person 8,faces\person_8\person_8_20251110_092709.jpg
2025-11-10 09:27:16,2025-11-10,09:27:16,Webcam,Wajah Manusia,Netral,Tidak Diketahui,Person 9,faces\person_9\person_9_20251110_092716.jpg
2025-11-10 09:27:48,2025-11-10,09:27:48,Webcam,Wajah Manusia,Netral,Tidak Diketahui,Person 10,faces\person_10\person_10_20251110_092748.jpg
2025-11-10 09:28:05,2025-11-10,09:28:05,Webcam,Wajah Manusia,Netral,Tidak Diketahui,Person 11,faces\person_11\person_11_20251110_092805.jpg
2025-11-10 09:28:23,2025-11-10,09:28:23,Webcam,Wajah Manusia,Netral,Tidak Diketahui,Person 12,faces\person_12\person_12_20251110_092823.jpg
2025-11-10 09:28:24,2025-11-10,09:28:24,Webcam,Wajah Manusia,Netral,Tidak Diketahui,Person 13,faces\person_13\person_13_20251110_092824.jpg
2025-11-10 09:28:27,2025-11-10,09:28:27,Webcam,Wajah Manusia,Netral,Tidak Diketahui,Person 14,faces\person_14\person_14_20251110_092827.jpg
2025-11-10 09:30:33,2025-11-10,09:30:33,Webcam,Wajah Manusia,Netral,Tidak Diketahui,Person 15,faces\person_15\person_15_20251110_093033.jpg
2025-11-10 09:30:37,2025-11-10,09:30:37,Webcam,Wajah Manusia,Netral,Tidak Diketahui,Person 16,faces\person_16\person_16_20251110_093037.jpg
2025-11-10 09:30:40,2025-11-10,09:30:40,Webcam,Wajah Manusia,Netral,Tidak Diketahui,Person 17,faces\person_17\person_17_20251110_093040.jpg
2025-11-10 09:30:47,2025-11-10,09:30:47,Webcam,Wajah Manusia,Netral,Tidak Diketahui,Person 18,faces\person_18\person_18_20251110_093047.jpg
2025-11-10 09:30:52,2025-11-10,09:30:52,Webcam,Wajah Manusia,Netral,Tidak Diketahui,Person 19,faces\person_19\person_19_20251110_093052.jpg
2025-11-10 09:30:56,2025-11-10,09:30:56,Webcam,Wajah Manusia,Netral,Tidak Diketahui,Person 20,faces\person_20\person_20_20251110_093056.jpg
2025-11-11 06:12:21,2025-11-11,06:12:21,Webcam,Wajah Manusia,Netral,Tidak Diketahui,Person 1,faces\person_1\person_1_20251111_061221.jpg
2025-11-11 06:12:22,2025-11-11,06:12:22,Webcam,Wajah Manusia,Netral,Tidak Diketahui,Person 2,faces\person_2\person_2_20251111_061222.jpg
2025-11-11 06:12:23,2025-11-11,06:12:23,Webcam,Wajah Manusia,Netral,Tidak Diketahui,Person 3,faces\person_3\person_3_20251111_061223.jpg
2025-11-11 06:12:29,2025-11-11,06:12:29,Webcam,Wajah Manusia,Netral,Tidak Diketahui,Person 4,faces\person_4\person_4_20251111_061229.jpg
2025-11-11 06:12:41,2025-11-11,06:12:41,Webcam,Wajah Manusia,Netral,Tidak Diketahui,Person 5,faces\person_5\person_5_20251111_061241.jpg
2025-11-11 06:13:25,2025-11-11,06:13:25,Webcam,Wajah Manusia,Netral,Tidak Diketahui,Person 6,faces\person_6\person_6_20251111_061325.jpg
2025-11-11 06:22:30,2025-11-11,06:22:30,Webcam,Wajah Manusia,Netral,Tidak Diketahui,Person 1,faces\person_1\person_1_20251111_062230.jpg
2025-11-11 06:22:37,2025-11-11,06:22:37,Webcam,Wajah Manusia,Netral,Tidak Diketahui,Person 2,faces\person_2\person_2_20251111_062237.jpg
2025-11-11 06:23:02,2025-11-11,06:23:02,Webcam,Wajah Manusia,Netral,Tidak Diketahui,Person 3,faces\person_3\person_3_20251111_062302.jpg
2025-11-11 06:23:45,2025-11-11,06:23:45,Webcam,Wajah Manusia,Netral,Tidak Diketahui,Person 4,faces\person_4\person_4_20251111_062345.jpg
2025-11-11 06:25:08,2025-11-11,06:25:08,Webcam,Wajah Manusia,Netral,Tidak Diketahui,Person 5,faces\person_5\person_5_20251111_062508.jpg
2025-11-11 06:26:04,2025-11-11,06:26:04,Webcam,Wajah Manusia,Netral,Tidak Diketahui,Person 6,faces\person_6\person_6_20251111_062604.jpg
2025-11-11 06:26:11,2025-11-11,06:26:11,Webcam,Wajah Manusia,Netral,Tidak Diketahui,Person 7,faces\person_7\person_7_20251111_062611.jpg
2025-11-11 06:26:15,2025-11-11,06:26:15,Webcam,Wajah Manusia,Netral,Tidak Diketahui,Person 8,faces\person_8\person_8_20251111_062615.jpg
2025-11-11 06:26:51,2025-11-11,06:26:51,Webcam,Wajah Manusia,Netral,Tidak Diketahui,Person 9,faces\person_9\person_9_20251111_062651.jpg
2025-11-11 06:26:57,2025-11-11,06:26:57,Webcam,Wajah Manusia,Netral,Tidak Diketahui,Person 10,faces\person_10\person_10_20251111_062657.jpg
2025-11-11 06:28:26,2025-11-11,06:28:26,Webcam,Wajah Manusia,Netral,Tidak Diketahui,Person 11,faces\person_11\person_11_20251111_062826.jpg
2025-11-11 06:29:03,2025-11-11,06:29:03,Webcam,Wajah Manusia,Netral,Tidak Diketahui,Person 12,faces\person_12\person_12_20251111_062903.jpg
2025-11-11 06:29:20,2025-11-11,06:29:20,Webcam,Wajah Manusia,Netral,Tidak Diketahui,Person 13,faces\person_13\person_13_20251111_062920.jpg
2025-11-11 06:29:39,2025-11-11,06:29:39,Webcam,Wajah Manusia,Netral,Tidak Diketahui,Person 14,faces\person_14\person_14_20251111_062939.jpg
2025-11-11 06:29:40,2025-11-11,06:29:40,Webcam,Wajah Manusia,Netral,Tidak Diketahui,Person 15,faces\person_15\person_15_20251111_062940.jpg
2025-11-11 06:29:41,2025-11-11,06:29:41,Webcam,Wajah Manusia,Netral,Tidak Diketahui,Person 16,faces\person_16\person_16_20251111_062941.jpg
2025-11-11 06:29:49,2025-11-11,06:29:49,Webcam,Wajah Manusia,Netral,Tidak Diketahui,Person 17,faces\person_17\person_17_20251111_062949.jpg
2025-11-11 06:37:22,2025-11-11,06:37:22,Webcam,Wajah Manusia,Netral,Tidak Diketahui,Person 1,faces\person_1\person_1_20251111_063722.jpg
2025-11-11 06:37:30,2025-11-11,06:37:30,Webcam,Wajah Manusia,Netral,Tidak Diketahui,Person 2,faces\person_2\person_2_20251111_063730.jpg
2025-11-11 06:37:40,2025-11-11,06:37:40,Webcam,Wajah Manusia,Netral,Tidak Diketahui,Person 3,faces\person_3\person_3_20251111_063740.jpg
2025-11-11 06:47:38,2025-11-11,06:47:38,Webcam,Wajah Manusia,Netral,Tidak Diketahui,Person 1,faces\person_1\person_1_20251111_064738.jpg
2025-11-11 07:16:56,2025-11-11,07:16:56,Webcam,Wajah Manusia,Netral,Tidak Diketahui,Person 1,faces\person_1\person_1_20251111_071656.jpg
2025-11-11 07:16:58,2025-11-11,07:16:58,Webcam,Wajah Manusia,Netral,Tidak Diketahui,Person 2,faces\person_2\person_2_20251111_071658.jpg
2025-11-11 07:16:58,2025-11-11,07:16:58,Webcam,Wajah Manusia,Netral,Tidak Diketahui,Person 3,faces\person_3\person_3_20251111_071658.jpg
2025-11-11 07:17:12,2025-11-11,07:17:12,Webcam,Wajah Manusia,Netral,Tidak Diketahui,Person 4,faces\person_4\person_4_20251111_071712.jpg
2025-11-11 07:17:31,2025-11-11,07:17:31,Webcam,Wajah Manusia,Netral,Tidak Diketahui,Person 5,faces\person_5\person_5_20251111_071731.jpg
2025-11-11 07:17:33,2025-11-11,07:17:33,Webcam,Wajah Manusia,Netral,Tidak Diketahui,Person 6,faces\person_6\person_6_20251111_071733.jpg
2025-11-12 06:09:38,2025-11-12,06:09:38,Webcam,Wajah Manusia,Netral,Tidak Diketahui,Person 1,faces\person_1\person_1_20251112_060938.jpg
2025-11-12 06:09:52,2025-11-12,06:09:52,Webcam,Wajah Manusia,Netral,Tidak Diketahui,Person 2,faces\person_2\person_2_20251112_060952.jpg
2025-11-12 06:10:53,2025-11-12,06:10:53,Webcam,Wajah Manusia,Netral,Tidak Diketahui,Person 3,faces\person_3\person_3_20251112_061053.jpg
2025-11-12 06:19:44,2025-11-12,06:19:44,Webcam,Wajah Manusia,Netral,Tidak Diketahui,Person 1,faces\person_1\person_1_20251112_061944.jpg
2025-11-12 06:19:51,2025-11-12,06:19:51,Webcam,Wajah Manusia,Netral,Tidak Diketahui,Person 2,faces\person_2\person_2_20251112_061951.jpg
2025-11-12 06:20:20,2025-11-12,06:20:20,Webcam,Wajah Manusia,Netral,Tidak Diketahui,Person 3,faces\person_3\person_3_20251112_062020.jpg
2025-11-12 06:20:31,2025-11-12,06:20:31,Webcam,Wajah Manusia,Netral,Tidak Diketahui,Person 4,faces\person_4\person_4_20251112_062031.jpg
2025-11-12 06:20:36,2025-11-12,06:20:36,Webcam,Wajah Manusia,Netral,Tidak Diketahui,Person 5,faces\person_5\person_5_20251112_062036.jpg
2025-11-12 06:21:52,2025-11-12,06:21:52,Webcam,Wajah Manusia,Netral,Tidak Diketahui,Person 6,faces\person_6\person_6_20251112_062152.jpg
2025-11-12 08:29:28,2025-11-12,08:29:28,Webcam,Wajah Manusia,Netral,Tidak Diketahui,Person 1,faces\person_1\person_1_20251112_082928.jpg
2025-11-12 13:00:31,2025-11-12,13:00:31,Webcam,Wajah Manusia,Netral,Tidak Diketahui,Person 1,faces\person_1\person_1_20251112_130031.jpg
2025-11-12 13:01:21,2025-11-12,13:01:21,Webcam,Wajah Manusia,Netral,Tidak Diketahui,Person 2,faces\person_2\person_2_20251112_130121.jpg
2025-11-12 13:02:23,2025-11-12,13:02:23,Webcam,Wajah Manusia,Netral,Tidak Diketahui,Person 3,faces\person_3\person_3_20251112_130223.jpg
